EVENT_LABEL,EVENT_TIMESTAMP,LABEL_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,card_bin,customer_name,billing_street,billing_city,billing_state,billing_zip,billing_latitude,billing_longitude,billing_country,customer_job,ip_address,customer_email,billing_phone,user_agent,product_category,order_price,payment_currency,merchant
0,2023-01-25T23:29:01Z,2023-01-25T23:29:01Z,17d3258bfdd3b7b087b9dc3f61e90a56e,customer,626-22-7468,355686,Rachel,4814 Moore Land Suite 451,Brohard,WV,26138,39.0338,-81.1775,US,Chief Operating Officer,60.21.39.92,sotochristopher@rivera.net,692-921-6956,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.2",gas_transport,30.75,TRY,fraud_Torp-Labadie
0,2023-01-09T23:35:45Z,2023-01-09T23:35:45Z,17d56ec88307197a62a9f30ed9efe45ee,customer,070-69-2161,304027,Dennis,4900 Zachary Field Apt. 377,Stockton,NY,14784,42.3182,-79.3758,US,Proofreader,25.45.36.165,jasonsnyder@lynch.org,+1-021-436-2616-2085,Opera/9.84.(X11; Linux i686; raj-IN) Presto/2.9.173 Version/10.00,personal_care,16.27,INR,fraud_Nader-Maggio
0,2023-01-17T01:11:43Z,2023-01-17T01:11:43Z,17e52ccca00450476dbb987fbbc364aff,customer,498-66-3594,431095,Richard,7130 James Fields Apt. 720,Proctor,OK,74457,36.0308,-94.7613,US,Pension scheme manager,62.152.69.16,mistytucker@yahoo.com,385-318-6175,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-02-02 11:35:19 Firefox/9.0,shopping_pos,117.85,HUF,"fraud_Douglas, Schneider and Turner"
0,2022-12-15T05:55:16Z,2022-12-15T05:55:16Z,17fec96469f8506f5d67a4508e08eb332,customer,044-91-4443,353986,Steven,0674 Reginald Ville Apt. 682,Desha,AR,72527,35.7411,-91.6985,US,Barrister's clerk,161.130.203.124,dsullivan@delacruz.com,1-365-546-9781,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nb-NO) AppleWebKit/532.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.20.4",personal_care,7.19,ANG,fraud_Hills-Boyer
0,2022-12-04T20:03:52Z,2022-12-04T20:03:52Z,17ffb3fcbda178f2ed717d6254f96b0fd,customer,044-91-4443,353986,Steven,0674 Reginald Ville Apt. 682,Desha,AR,72527,35.7411,-91.6985,US,Barrister's clerk,161.130.203.124,dsullivan@delacruz.com,1-365-546-9781,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nb-NO) AppleWebKit/532.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.20.4",misc_pos,9.5,COP,"fraud_Monahan, Bogisich and Ledner"
1,2022-12-12T17:59:12Z,2022-12-12T17:59:12Z,1818c6ea61e75c87ecc973bf9ad286e8f,customer,840-68-3481,492243,Scott,62467 Paul Mill Apt. 875,Sacramento,NM,88347,32.8052,-105.6211,US,"Clinical scientist, histocompatibility and immunogenetics",94.156.8.99,patricia22@wolf.com,2342865325,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),shopping_pos,170.07,IMP,fraud_Hermann and Sons
0,2023-03-05T14:32:02Z,2023-03-05T14:32:02Z,183e633489a5d525593704d1eea769665,customer,618-23-0109,477893,Ian,1508 Lindsey Courts Apt. 248,Culloden,GA,31016,32.9003,-84.0626,US,Geographical information systems officer,45.5.48.217,millernicole@wiley-jimenez.com,506-073-5909-444,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0; rv:1.9.6.20) Gecko/2018-06-01 08:11:59 Firefox/3.6.10,misc_net,7.94,IMP,fraud_Bednar Group
0,2023-01-29T22:28:49Z,2023-01-29T22:28:49Z,183fac839a8e75364b10a983802f53957,customer,584-17-2706,303195,Carolyn,523 Christian Views,Arbuckle,CA,95912,39.0138,-122.0274,US,"Designer, ceramics/pottery",184.239.88.36,ydeleon@kelley-smith.com,001-396-9776-1443,Opera/8.81.(X11; Linux i686; bo-CN) Presto/2.9.187 Version/11.00,shopping_pos,1.6,MXN,fraud_Botsford Ltd
0,2023-01-26T07:19:44Z,2023-01-26T07:19:44Z,1848c4f79d8834c4f21175ab5987d009e,customer,832-65-2590,414501,Aaron,6223 Darrell Ramp Apt. 397,Custer,WI,54423,44.5662,-89.4153,US,Retail buyer,182.25.84.72,kevinadams@gmail.com,826-067-2353,"Mozilla/5.0 (Windows 98) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.854.0 Safari/531.2",gas_transport,9.06,KRW,fraud_Harber Inc
0,2023-02-16T00:19:38Z,2023-02-16T00:19:38Z,185157021cf790549175204b0c160c08a,customer,412-03-0350,497472,Jamie,1784 Luna Run,Girardville,PA,17935,40.7922,-76.2858,US,"Civil engineer, consulting",41.102.80.95,renee34@gutierrez.info,1-048-882-2296-90654,Mozilla/5.0 (Android 5.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,entertainment,617.48,LKR,fraud_Effertz LLC
0,2022-11-23T08:18:20Z,2022-11-23T08:18:20Z,1852faad079aec58a885bd9f6f83e3978,customer,743-80-1423,676365,Kevin,20399 Robert Views Apt. 156,Henderson,NE,68371,40.7814,-97.7979,US,Actor,60.140.140.179,kevinpayne@hunt.com,723-894-9284,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),grocery_pos,314.45,SVC,fraud_Kiehn-Emmerich
0,2022-12-13T21:48:29Z,2022-12-13T21:48:29Z,1871841c2fdf076053e2a48bea22b2935,customer,626-22-7468,355686,Rachel,4814 Moore Land Suite 451,Brohard,WV,26138,39.0338,-81.1775,US,Chief Operating Officer,60.21.39.92,sotochristopher@rivera.net,692-921-6956,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.2",personal_care,10.64,OMR,fraud_Friesen-Ortiz
0,2022-11-10T21:12:40Z,2022-11-10T21:12:40Z,187cfcc0fb195369400fd15e0984b0442,customer,504-41-0703,248844,Steven,74570 Erika Alley Suite 716,Webster,FL,33597,28.549,-82.0805,US,"Psychologist, counselling",174.49.73.218,kristinalucas@graham.net,414-175-6581-56027,Opera/8.72.(X11; Linux x86_64; lij-IT) Presto/2.9.187 Version/12.00,gas_transport,58.76,TWD,fraud_Luettgen PLC
0,2022-12-26T07:49:20Z,2022-12-26T07:49:20Z,187ea7341f4de7f4b106e53070d9b3a6c,customer,676-74-6828,483376,Joann,2630 Frye Dam Apt. 747,Buckeye,AZ,85396,33.468,-112.4787,US,Automotive engineer,28.121.198.169,colondouglas@williams.org,+1-688-862-3307,Opera/8.91.(Windows NT 6.0; kok-IN) Presto/2.9.183 Version/10.00,personal_care,12.5,KWD,fraud_Marvin-Lind
0,2022-12-27T18:12:53Z,2022-12-27T18:12:53Z,1880f69cbfc8ccf59f415e246849a6f25,customer,267-85-7586,357961,Rick,688 Simmons Divide Suite 820,Minneapolis,MN,55443,45.1194,-93.3431,US,Ship broker,55.112.91.105,jacobosborne@martinez.org,691-852-5329,Opera/8.76.(Windows NT 6.1; et-EE) Presto/2.9.163 Version/10.00,misc_pos,7.73,BIF,fraud_Williamson LLC
1,2022-11-09T06:06:50Z,2022-11-09T06:06:50Z,188498026fa4c8d025384b637afcfd907,customer,116-97-7962,352494,Mark,15768 Hernandez Field Suite 893,Norton,KS,67654,39.8407,-99.8878,US,Manufacturing engineer,196.26.14.132,dsteele@riggs.com,+1-200-615-9860,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.834.0 Safari/533.0",grocery_pos,55.78,SGD,fraud_Stracke-Lemke
0,2023-02-16T22:01:38Z,2023-02-16T22:01:38Z,1895bc3076c939affa5c57910ca2338c9,customer,412-03-0350,497472,Jamie,1784 Luna Run,Girardville,PA,17935,40.7922,-76.2858,US,"Civil engineer, consulting",41.102.80.95,renee34@gutierrez.info,1-048-882-2296-90654,Mozilla/5.0 (Android 5.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,grocery_pos,300.51,CUP,fraud_Kiehn-Emmerich
0,2023-01-09T18:23:57Z,2023-01-09T18:23:57Z,18a1a173d031f293c9ca1968610929870,customer,498-66-3594,431095,Richard,7130 James Fields Apt. 720,Proctor,OK,74457,36.0308,-94.7613,US,Pension scheme manager,62.152.69.16,mistytucker@yahoo.com,385-318-6175,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-02-02 11:35:19 Firefox/9.0,gas_transport,65.9,SRD,"fraud_Stroman, Hudson and Erdman"
0,2023-02-06T07:26:36Z,2023-02-06T07:26:36Z,18abf37fd8c87b3483d918d54a1f1978c,customer,284-54-4724,305600,Andrew,6616 Estes Lakes Apt. 296,Dixon,IA,52745,41.7113,-90.7553,US,Art therapist,209.2.157.39,michaelmays@bryan.com,+1-820-758-6046,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.9l2362.0 Mobile/34R637 Safari/533.2",grocery_pos,161.85,AFN,"fraud_Moen, Reinger and Murphy"
1,2022-12-09T12:32:18Z,2022-12-09T12:32:18Z,18c5170cfc2ba3d171861a861dc43c97e,customer,165-68-9596,401322,Ian,928 Jerry Trail,Toledo,OH,43623,41.708,-83.6434,US,"Doctor, hospital",5.64.70.188,jacosta@hotmail.com,1-571-689-1378,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/29.0.846.0 Safari/532.1",gas_transport,6.4,RSD,fraud_Kuvalis Ltd
0,2022-11-30T11:06:25Z,2022-11-30T11:06:25Z,18c9c236f433636d5f8d326f422d3b586,customer,134-42-7674,180096,David,1088 Carter Cape,Rocky Gap,VA,24366,37.2578,-81.1159,US,Artist,14.225.201.160,rebekahdelacruz@cunningham.com,412-519-4692,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:5.0; uz-UZ) AppleWebKit/535.8.7 (KHTML, like Gecko) Version/4.0.3 Safari/535.8.7",food_dining,51.46,DZD,"fraud_Hagenes, Kohler and Hoppe"
0,2023-02-27T12:52:05Z,2023-02-27T12:52:05Z,18ec7fd269b9f31be50366926dc207300,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,home,80.75,IRR,fraud_Quitzon-Goyette
0,2023-02-25T20:46:12Z,2023-02-25T20:46:12Z,18ecfc648dca0781687cf13407f74121d,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,food_dining,58.14,MGA,fraud_Bernhard-Lesch
0,2023-01-04T19:31:45Z,2023-01-04T19:31:45Z,190b0b642e836352f47cda48ca32c6611,customer,125-42-2556,499512,Scott,473 Carney Gardens,Mansfield Center,CT,6250,41.7698,-72.2011,US,"Editor, magazine features",151.54.185.49,hensleybrittany@yahoo.com,881-109-8786,Opera/8.90.(X11; Linux i686; fil-PH) Presto/2.9.182 Version/12.00,personal_care,9.45,IRR,fraud_Sporer-Keebler
1,2022-12-06T00:09:06Z,2022-12-06T00:09:06Z,190c960862ccdb7ab31d0aed4b9bac402,customer,734-22-3852,213142,Cynthia,876 David Ford Apt. 754,Margie,MN,56658,48.0904,-93.8292,US,Chief of Staff,91.186.158.112,blacksandra@gmail.com,+1-015-313-4677,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lo-LA) AppleWebKit/532.21.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.21.2",misc_net,91.77,JPY,fraud_Zemlak Group
1,2023-02-16T01:28:32Z,2023-02-16T01:28:32Z,193b69fac1b788c9d70d326307006acc2,customer,628-10-1795,639041,Mark,08785 Linda Cape,Hunter,AR,72074,35.0452,-91.1064,US,Consulting civil engineer,110.77.222.39,mikehawkins@patterson-guerrero.com,+1-728-486-7166,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),gas_transport,11.64,ZAR,fraud_Ledner-Pfannerstill
0,2023-02-28T11:28:45Z,2023-02-28T11:28:45Z,195618190a0f55fe2afa5752b436dea3e,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,entertainment,41.36,EGP,fraud_Bauch-Blanda
0,2022-11-09T03:46:46Z,2022-11-09T03:46:46Z,195d464f769d69bc1a40eb349f7f5adbe,customer,116-97-7962,352494,Mark,15768 Hernandez Field Suite 893,Norton,KS,67654,39.8407,-99.8878,US,Manufacturing engineer,196.26.14.132,dsteele@riggs.com,+1-200-615-9860,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.834.0 Safari/533.0",shopping_pos,4.44,FKP,fraud_Lesch Ltd
0,2022-12-28T14:01:11Z,2022-12-28T14:01:11Z,196c34f18906d0a2e5820548fb5090a86,customer,626-22-7468,355686,Rachel,4814 Moore Land Suite 451,Brohard,WV,26138,39.0338,-81.1775,US,Chief Operating Officer,60.21.39.92,sotochristopher@rivera.net,692-921-6956,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.2",gas_transport,42.07,BAM,fraud_Rodriguez Group
0,2022-12-05T10:18:36Z,2022-12-05T10:18:36Z,1995b030dec9c3ebc783a8705cd9bf93b,customer,840-68-3481,492243,Scott,62467 Paul Mill Apt. 875,Sacramento,NM,88347,32.8052,-105.6211,US,"Clinical scientist, histocompatibility and immunogenetics",94.156.8.99,patricia22@wolf.com,2342865325,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),food_dining,55.56,MAD,"fraud_Lesch, D'Amore and Brown"
0,2023-02-13T15:15:23Z,2023-02-13T15:15:23Z,19c713f3e54a101f2b5eb32fe2ed8a483,customer,134-42-7674,180096,David,1088 Carter Cape,Rocky Gap,VA,24366,37.2578,-81.1159,US,Artist,14.225.201.160,rebekahdelacruz@cunningham.com,412-519-4692,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:5.0; uz-UZ) AppleWebKit/535.8.7 (KHTML, like Gecko) Version/4.0.3 Safari/535.8.7",grocery_pos,90.31,XCD,fraud_Strosin-Cruickshank
1,2022-11-08T10:46:01Z,2022-11-08T10:46:01Z,19d978f4ed20b51dc8c6d15ce6ca5ca2f,customer,360-33-7464,305999,Tina,1015 Jonathan Bypass Apt. 209,Lehigh Acres,FL,33976,26.5952,-81.6849,US,Field seismologist,12.121.13.12,leechristopher@nguyen.net,+1-130-243-8272-4932,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/34.0.840.0 Safari/531.0",grocery_pos,289.38,AMD,fraud_O'Keefe-Hudson
1,2022-12-06T05:25:50Z,2022-12-06T05:25:50Z,19f3051682f42daf155cf1e7b558861f7,customer,404-69-4374,357197,Christopher,7672 Jimenez Forest Suite 167,Portland,OR,97233,45.5142,-122.4985,US,Orthoptist,221.219.181.114,jackiematthews@ward.com,399-440-3934,Opera/9.71.(X11; Linux i686; st-ZA) Presto/2.9.165 Version/11.00,misc_net,853.89,YER,fraud_Huel-Langworth
0,2023-01-09T10:52:48Z,2023-01-09T10:52:48Z,1a14fa96ba7396b1f32e95d1fff9d2fe7,customer,034-06-3427,474674,Samantha,610 Hayes Mountains,Buffalo Center,IA,50424,43.3732,-93.9376,US,Hydrographic surveyor,130.166.240.172,toddvelazquez@gmail.com,358-502-8374-7635,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:5.0; ja-JP) AppleWebKit/532.13.2 (KHTML, like Gecko) Version/4.0.4 Safari/532.13.2",misc_net,6.77,BTN,fraud_Block-Parisian
0,2023-02-04T08:09:39Z,2023-02-04T08:09:39Z,1a2a4d61697b5ced2865677ad87565544,customer,134-42-7674,180096,David,1088 Carter Cape,Rocky Gap,VA,24366,37.2578,-81.1159,US,Artist,14.225.201.160,rebekahdelacruz@cunningham.com,412-519-4692,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_2 rv:5.0; uz-UZ) AppleWebKit/535.8.7 (KHTML, like Gecko) Version/4.0.3 Safari/535.8.7",kids_pets,53.21,BND,fraud_Rau-Grant
0,2022-12-05T13:06:09Z,2022-12-05T13:06:09Z,1a2eff857d5e7e807d6a6c5a80391fa71,customer,168-05-1492,354461,Robert,5104 Jacob Dale Suite 035,Fieldon,IL,62031,39.1086,-90.5297,US,Water quality scientist,183.218.47.178,nicholas99@johnson.info,+1-616-672-7322,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7 rv:5.0; ms-MY) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/5.1 Safari/534.7.3",health_fitness,9.62,BOB,"fraud_Klocko, Runolfsdottir and Breitenberg"
0,2023-03-04T07:52:50Z,2023-03-04T07:52:50Z,1a334cbe6ab05fe2f977daa4371570cec,customer,840-68-3481,492243,Scott,62467 Paul Mill Apt. 875,Sacramento,NM,88347,32.8052,-105.6211,US,"Clinical scientist, histocompatibility and immunogenetics",94.156.8.99,patricia22@wolf.com,2342865325,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),shopping_net,85.02,BYR,fraud_Predovic Inc
0,2022-12-28T00:52:31Z,2022-12-28T00:52:31Z,1a34a842b8cda19bf39a95175ee1e6e61,customer,273-54-6512,372273,Jennifer,1955 Kendra Well,Pine City,MN,55063,45.8363,-92.9042,US,Trade mark attorney,148.41.67.98,mary80@hotmail.com,+1-036-676-5715,Mozilla/5.0 (Android 2.3.4; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,shopping_pos,2.36,KWD,"fraud_Quitzon, Green and Bashirian"
0,2023-01-05T08:04:34Z,2023-01-05T08:04:34Z,1a3ae115d464ce1b34f77f9c04ce0690f,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,grocery_pos,95.44,KHR,fraud_Cartwright-Harris
0,2022-12-26T11:51:43Z,2022-12-26T11:51:43Z,1a3c82499f4f1ff613cec752c62f7ec83,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,home,90.6,UZS,"fraud_Cole, Hills and Jewess"
1,2022-12-14T23:45:53Z,2022-12-14T23:45:53Z,1a4e68ee77caf276f4edd506fa4f6e6b8,customer,669-41-2164,427298,Carrie,7243 Johnson Trail Apt. 870,White Sulphur Springs,NY,12787,41.8002,-74.8286,US,Event organiser,149.100.179.67,darrellli@gmail.com,+1-004-565-4835,Opera/9.34.(X11; Linux i686; nds-NL) Presto/2.9.189 Version/11.00,travel,9.47,ARS,fraud_Thiel Ltd
0,2022-12-05T16:04:04Z,2022-12-05T16:04:04Z,1a6debcfad190e1175ea325728875e604,customer,734-22-3852,213142,Cynthia,876 David Ford Apt. 754,Margie,MN,56658,48.0904,-93.8292,US,Chief of Staff,91.186.158.112,blacksandra@gmail.com,+1-015-313-4677,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lo-LA) AppleWebKit/532.21.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.21.2",shopping_pos,110.21,GTQ,fraud_Torphy-Goyette
0,2023-01-04T17:08:17Z,2023-01-04T17:08:17Z,1a77b94d2a4b2e570cebb3eed0feb0d54,customer,496-61-7679,348155,Karen,3483 Cunningham Meadows Suite 159,Medway,ME,4460,45.607,-68.5227,US,"Programmer, applications",201.197.185.225,zachary40@greene-johns.com,1-801-966-9940-007,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/22.0.883.0 Safari/534.2",personal_care,11.24,CVE,fraud_Marvin-Lind
0,2022-11-11T03:33:53Z,2022-11-11T03:33:53Z,1a7be789f3a63079c7f366c24d4097ef1,customer,412-03-0350,497472,Jamie,1784 Luna Run,Girardville,PA,17935,40.7922,-76.2858,US,"Civil engineer, consulting",41.102.80.95,renee34@gutierrez.info,1-048-882-2296-90654,Mozilla/5.0 (Android 5.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,shopping_net,81.77,SVC,"fraud_Kuhic, Bins and Pfeffer"
0,2023-02-24T08:00:17Z,2023-02-24T08:00:17Z,1a8fb62d2352bc2ed8926bdeb059554e7,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,home,160.68,BRL,fraud_Schmidt-Larkin
0,2022-12-02T00:25:10Z,2022-12-02T00:25:10Z,1ab1a052cbf0b8a4fa891c1f5efc9d608,customer,267-85-7586,357961,Rick,688 Simmons Divide Suite 820,Minneapolis,MN,55443,45.1194,-93.3431,US,Ship broker,55.112.91.105,jacobosborne@martinez.org,691-852-5329,Opera/8.76.(Windows NT 6.1; et-EE) Presto/2.9.163 Version/10.00,gas_transport,60.27,HTG,fraud_Berge LLC
0,2023-03-03T01:03:25Z,2023-03-03T01:03:25Z,1ab2cda9f920d9e720ec4b87633ff1fbe,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,gas_transport,64.23,SPL,"fraud_Robel, Cummerata and Prosacco"
0,2023-01-15T23:39:38Z,2023-01-15T23:39:38Z,1ab7d0aaaf7686391f6c5ab6020fa6cd5,customer,584-17-2706,303195,Carolyn,523 Christian Views,Arbuckle,CA,95912,39.0138,-122.0274,US,"Designer, ceramics/pottery",184.239.88.36,ydeleon@kelley-smith.com,001-396-9776-1443,Opera/8.81.(X11; Linux i686; bo-CN) Presto/2.9.187 Version/11.00,gas_transport,65.1,CZK,fraud_Cummings LLC
0,2022-11-12T08:18:23Z,2022-11-12T08:18:23Z,1ad0fa874e0d22e3f9d5fe1f9f6996cc0,customer,044-91-4443,353986,Steven,0674 Reginald Ville Apt. 682,Desha,AR,72527,35.7411,-91.6985,US,Barrister's clerk,161.130.203.124,dsullivan@delacruz.com,1-365-546-9781,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nb-NO) AppleWebKit/532.20.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.20.4",shopping_net,8.12,GGP,"fraud_Kuhic, Bins and Pfeffer"
0,2022-11-08T12:26:59Z,2022-11-08T12:26:59Z,1ad74a85c946eb9499b73a9d3f2aaa24d,customer,096-28-4648,304159,Diane,66923 Fitzgerald Bridge,Cincinnati,OH,45204,39.0963,-84.5719,US,Investment analyst,190.20.57.26,melissa29@santos.com,+1-722-401-1678,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),food_dining,116.68,TZS,fraud_Powlowski-Weimann
1,2022-12-04T11:43:17Z,2022-12-04T11:43:17Z,1b1cb461d7a6bba70ee1ead53181e46c0,customer,626-22-7468,355686,Rachel,4814 Moore Land Suite 451,Brohard,WV,26138,39.0338,-81.1775,US,Chief Operating Officer,60.21.39.92,sotochristopher@rivera.net,692-921-6956,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.14.2",grocery_pos,94.44,BOB,fraud_Cole PLC
0,2022-12-26T10:14:32Z,2022-12-26T10:14:32Z,1b202d252c89868b2d85bd870e4de8929,customer,777-07-5349,501810,Amber,099 Murphy River,Rhodell,WV,25915,37.6254,-81.2749,US,Furniture designer,207.51.245.177,gonzaleslinda@gmail.com,5317057541,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),kids_pets,19.73,THB,fraud_Beer-Jast
0,2023-02-21T21:25:32Z,2023-02-21T21:25:32Z,1b3776edb65ac86aa536199ecdba5c8d2,customer,301-38-5547,601160,Andrew,17584 Shepard Trail Apt. 972,Dougherty,TX,79231,33.9446,-101.0922,US,Tax inspector,206.120.111.23,jacksonkim@johnson.com,693-844-6858-2937,Opera/9.43.(Windows NT 6.1; nds-NL) Presto/2.9.161 Version/10.00,shopping_pos,2.36,PHP,fraud_Torphy-Goyette
0,2022-11-29T23:29:47Z,2022-11-29T23:29:47Z,1b3a9c14b20e42f1494f3334ab514bc1d,customer,738-70-2038,354746,Christopher,0735 Seth Isle Apt. 167,Bigler,PA,16825,40.99,-78.3606,US,Homeopath,47.9.23.151,uscott@gmail.com,472-362-1584-6868,Mozilla/5.0 (Android 2.2; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,home,72.62,QAR,fraud_Reilly LLC
0,2023-02-07T20:29:06Z,2023-02-07T20:29:06Z,1b3daeebd30bcac92846f0b8622d893bb,customer,496-61-7679,348155,Karen,3483 Cunningham Meadows Suite 159,Medway,ME,4460,45.607,-68.5227,US,"Programmer, applications",201.197.185.225,zachary40@greene-johns.com,1-801-966-9940-007,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/22.0.883.0 Safari/534.2",shopping_pos,61.55,BIF,fraud_Pfeffer and Sons
1,2022-11-22T16:38:00Z,2022-11-22T16:38:00Z,1b450d8931bedd02111e92aae9c0f9f18,customer,504-41-0703,248844,Steven,74570 Erika Alley Suite 716,Webster,FL,33597,28.549,-82.0805,US,"Psychologist, counselling",174.49.73.218,kristinalucas@graham.net,414-175-6581-56027,Opera/8.72.(X11; Linux x86_64; lij-IT) Presto/2.9.187 Version/12.00,gas_transport,66.54,KRW,"fraud_Christiansen, Goyette and Schamberger"
1,2023-02-16T21:17:37Z,2023-02-16T21:17:37Z,1b57766f8ad95f692bf96ff7c25912fa5,customer,734-22-3852,213142,Cynthia,876 David Ford Apt. 754,Margie,MN,56658,48.0904,-93.8292,US,Chief of Staff,91.186.158.112,blacksandra@gmail.com,+1-015-313-4677,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lo-LA) AppleWebKit/532.21.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.21.2",misc_net,762.4,KGS,"fraud_Moore, Dibbert and Koepp"
