first_name,last_name,date_of_birth,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,incident_hour,customer_age,policy_deductable,policy_annual_premium,num_claims_past_year,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,policy_id,incident_type,LABEL_TIMESTAMP
Carla,Hurley,1933-09-15,6.0,3.0,2.0,1.0,0.0,8916.0,2029.0,15.0,36.0,578.0,2273.0,3.0,,2023-02-15T15:37:16Z,23963e71-53bf-4494-b0f2-9d74ab6b0c84,customer,c611-95471270,23963e71-53bf-4494-b0f2-9d74ab6b0c84,breakin,2023-03-06T15:05:50Z
Kristy,Macias,1919-12-11,5.0,3.0,4.0,2.0,0.0,11628.0,4492.0,14.0,40.0,656.0,3428.0,5.0,,2022-04-09T17:42:59Z,9ca6595b-e42f-48fd-97d6-865e8073b27b,customer,d777-94896478,9ca6595b-e42f-48fd-97d6-865e8073b27b,breakin,2023-03-06T15:05:50Z
Cassie,Abbott,1924-07-02,3.0,3.0,4.0,2.0,0.0,13912.0,4184.0,12.0,31.0,505.0,2525.0,3.0,,2022-07-20T04:35:51Z,d339d0e5-6f13-4e4f-8ddd-07263e4cd643,customer,c823-72516167,d339d0e5-6f13-4e4f-8ddd-07263e4cd643,breakin,2023-03-06T15:05:50Z
Richard,Duffy,1930-11-19,5.0,3.0,3.0,1.0,0.0,6721.0,6123.0,10.0,43.0,497.0,1718.0,4.0,,2022-11-21T03:57:20Z,24930ed0-6449-471e-b27a-580d2c39f314,customer,b069-36426069,24930ed0-6449-471e-b27a-580d2c39f314,theft,2023-03-06T15:05:50Z
Brianna,Black,1975-02-18,5.0,2.0,4.0,2.0,0.0,11269.0,2076.0,15.0,33.0,502.0,2258.0,3.0,,2022-08-28T07:01:16Z,627bcd1a-1967-42ce-bf67-caa87f50353d,customer,c388-89196288,627bcd1a-1967-42ce-bf67-caa87f50353d,theft,2023-03-06T15:05:50Z
Janice,Goodman,1965-10-08,4.0,2.0,3.0,1.0,0.0,13579.0,4217.0,17.0,38.0,547.0,3286.0,3.0,,2022-08-06T07:22:45Z,ec26c0d3-d78d-4035-b3f5-9c9d04549052,customer,c231-28445437,ec26c0d3-d78d-4035-b3f5-9c9d04549052,theft,2023-03-06T15:05:50Z
Douglas,Buchanan,1999-12-13,7.0,2.0,3.0,2.0,0.0,6494.0,6387.0,8.0,47.0,557.0,2328.0,7.0,,2022-10-23T09:34:19Z,7420cde6-e036-448f-b5d0-1fb5839b8903,customer,a911-48654546,7420cde6-e036-448f-b5d0-1fb5839b8903,breakin,2023-03-06T15:05:50Z
Kyle,Whitaker,1985-11-10,4.0,3.0,4.0,3.0,0.0,11433.0,4400.0,16.0,30.0,407.0,2405.0,4.0,,2022-04-23T08:33:25Z,ab5376fa-fd93-4637-be40-b75be166e205,customer,a079-72673308,ab5376fa-fd93-4637-be40-b75be166e205,collision,2023-03-06T15:05:50Z
Alexandra,Allison,1952-10-22,5.0,2.0,4.0,1.0,0.0,7999.0,4533.0,7.0,52.0,510.0,2865.0,5.0,,2023-01-29T13:06:08Z,f0c89c8b-db5d-43be-aca6-967d4c839f07,customer,a869-79408391,f0c89c8b-db5d-43be-aca6-967d4c839f07,collision,2023-03-06T15:05:50Z
Donna,Sparks,1987-09-18,5.0,2.0,1.0,2.0,0.0,12366.0,3131.0,16.0,44.0,440.0,3325.0,5.0,,2022-09-19T23:56:26Z,67683fbd-b29b-4d02-8a4f-8d1bfca65d86,customer,c147-15398485,67683fbd-b29b-4d02-8a4f-8d1bfca65d86,collision,2023-03-06T15:05:50Z
Charlene,Lane,1992-11-30,5.0,2.0,4.0,1.0,0.0,8770.0,4774.0,9.0,42.0,632.0,3525.0,3.0,,2022-11-30T05:35:39Z,237a98d2-287a-445d-ad0b-7f65bf476054,customer,a534-77944547,237a98d2-287a-445d-ad0b-7f65bf476054,collision,2023-03-06T15:05:50Z
Katrina,Esparza,1932-12-13,4.0,3.0,5.0,2.0,0.0,13143.0,3910.0,17.0,31.0,565.0,3409.0,3.0,,2022-10-20T17:50:26Z,90298232-caf5-44f7-8233-74a40813fe07,customer,a977-00063753,90298232-caf5-44f7-8233-74a40813fe07,theft,2023-03-06T15:05:50Z
Stuart,Kline,2011-05-14,4.0,3.0,4.0,1.0,0.0,11632.0,4549.0,15.0,40.0,710.0,3258.0,4.0,,2022-05-06T12:54:17Z,394ee6db-34b1-416b-86f5-de0d99ab2d76,customer,c887-01202273,394ee6db-34b1-416b-86f5-de0d99ab2d76,theft,2023-03-06T15:05:50Z
Nathaniel,Kane,2003-04-27,4.0,3.0,3.0,1.0,0.0,14682.0,2411.0,18.0,38.0,543.0,3261.0,3.0,,2022-04-15T06:49:14Z,96a99b02-664a-4690-b1b9-75c271ba9ede,customer,c836-47527969,96a99b02-664a-4690-b1b9-75c271ba9ede,theft,2023-03-06T15:05:50Z
Wyatt,Baldwin,2013-08-19,5.0,2.0,5.0,2.0,0.0,11233.0,3941.0,13.0,36.0,569.0,2480.0,3.0,,2022-06-15T11:16:55Z,14fe3928-8c6f-499d-80cd-ef7970e46043,customer,c504-22481544,14fe3928-8c6f-499d-80cd-ef7970e46043,collision,2023-03-06T15:05:50Z
Geoffrey,Mcclain,1994-03-30,3.0,2.0,2.0,2.0,0.0,8112.0,6081.0,11.0,43.0,479.0,1914.0,6.0,,2022-05-30T05:18:20Z,b794fd9e-ace7-45bb-b44e-649ecef417f2,customer,d709-37611175,b794fd9e-ace7-45bb-b44e-649ecef417f2,collision,2023-03-06T15:05:50Z
Sally,Frye,1933-03-31,5.0,2.0,3.0,2.0,0.0,9230.0,3702.0,13.0,35.0,380.0,2266.0,2.0,,2022-08-14T12:14:57Z,e5613cb1-91cf-4869-a8a8-41dfb2133a8b,customer,b669-22176026,e5613cb1-91cf-4869-a8a8-41dfb2133a8b,theft,2023-03-06T15:05:50Z
Scott,Torres,1963-03-25,4.0,2.0,4.0,2.0,0.0,12921.0,2703.0,10.0,35.0,431.0,2263.0,3.0,,2022-08-06T22:32:39Z,d4f79907-4f8c-4e9d-b9fe-9e557caaf177,customer,a355-46844151,d4f79907-4f8c-4e9d-b9fe-9e557caaf177,collision,2023-03-06T15:05:50Z
Christie,Bridges,1944-09-23,6.0,3.0,2.0,2.0,0.0,7704.0,3173.0,15.0,44.0,608.0,2528.0,3.0,,2023-01-18T00:04:30Z,dd41cd88-c302-4ba9-82a9-697f47a19925,customer,d196-83156899,dd41cd88-c302-4ba9-82a9-697f47a19925,theft,2023-03-06T15:05:50Z
Cynthia,Fernandez,2014-02-04,4.0,2.0,5.0,2.0,0.0,7280.0,5668.0,6.0,46.0,482.0,2378.0,5.0,,2023-01-22T01:14:31Z,7ef57fe5-8be1-481b-add9-66f6e8140322,customer,c570-55537829,7ef57fe5-8be1-481b-add9-66f6e8140322,theft,2023-03-06T15:05:50Z
Derek,Mcclure,2021-04-05,4.0,3.0,4.0,2.0,0.0,13544.0,4339.0,20.0,37.0,575.0,3313.0,5.0,,2022-06-02T08:27:16Z,37010222-595e-4168-8479-5d8cb9162d80,customer,a875-34759634,37010222-595e-4168-8479-5d8cb9162d80,breakin,2023-03-06T15:05:50Z
Donna,Russell,1957-12-01,4.0,3.0,6.0,2.0,0.0,13245.0,2177.0,18.0,32.0,531.0,3142.0,3.0,,2022-07-02T21:16:37Z,3e2bbcc7-5ece-4101-b506-fe097688f5df,customer,d286-40183789,3e2bbcc7-5ece-4101-b506-fe097688f5df,breakin,2023-03-06T15:05:50Z
Grace,Pham,1931-06-04,5.0,2.0,5.0,2.0,0.0,10378.0,3326.0,15.0,37.0,398.0,2898.0,3.0,,2023-02-14T14:27:10Z,5051c775-644b-4c59-aee8-6375c092f36d,customer,a586-50276424,5051c775-644b-4c59-aee8-6375c092f36d,collision,2023-03-06T15:05:50Z
Claudia,Sawyer,1923-12-31,6.0,2.0,6.0,2.0,0.0,8088.0,5386.0,7.0,55.0,598.0,2550.0,6.0,,2022-10-31T16:13:17Z,4de94635-6e8f-47e2-8d50-4c3b4e64ab29,customer,a546-84996167,4de94635-6e8f-47e2-8d50-4c3b4e64ab29,collision,2023-03-06T15:05:50Z
Colton,Gentry,1959-06-01,5.0,2.0,4.0,2.0,0.0,11575.0,3638.0,11.0,31.0,544.0,2769.0,3.0,,2022-08-15T00:17:04Z,343e88a4-6c08-48d1-9117-35946ff73ec9,customer,d392-59748038,343e88a4-6c08-48d1-9117-35946ff73ec9,breakin,2023-03-06T15:05:50Z
Linda,Baxter,1953-08-19,3.0,2.0,1.0,2.0,0.0,9330.0,7089.0,10.0,41.0,544.0,1857.0,5.0,,2022-08-17T09:57:37Z,89719c44-2945-4e21-9643-378d2c152b6e,customer,c143-48881350,89719c44-2945-4e21-9643-378d2c152b6e,theft,2023-03-06T15:05:50Z
Maxwell,Perry,1949-10-03,5.0,2.0,2.0,3.0,0.0,9658.0,6591.0,6.0,46.0,546.0,1346.0,6.0,,2022-04-12T03:42:50Z,8cc79e82-5465-4f45-bbda-c1e8cbbd7926,customer,c658-40988408,8cc79e82-5465-4f45-bbda-c1e8cbbd7926,theft,2023-03-06T15:05:50Z
Ellen,Paul,1982-04-08,4.0,3.0,4.0,2.0,0.0,13718.0,2987.0,17.0,36.0,573.0,3155.0,3.0,,2023-01-29T06:49:21Z,33361649-89f8-4d91-84a5-7816542abe23,customer,b505-62982822,33361649-89f8-4d91-84a5-7816542abe23,collision,2023-03-06T15:05:50Z
Claudia,Townsend,1912-02-17,5.0,2.0,4.0,1.0,0.0,11099.0,3182.0,14.0,40.0,660.0,3216.0,1.0,,2022-09-16T13:07:56Z,09244fcd-7057-4729-baaf-dea821ac2dfb,customer,d487-05808004,09244fcd-7057-4729-baaf-dea821ac2dfb,theft,2023-03-06T15:05:50Z
Julian,Choi,1940-11-29,4.0,3.0,4.0,2.0,0.0,10433.0,5624.0,18.0,32.0,606.0,2612.0,6.0,,2022-04-09T13:39:33Z,58db6a40-d707-4459-9799-789d91de42ab,customer,c093-24609667,58db6a40-d707-4459-9799-789d91de42ab,theft,2023-03-06T15:05:50Z
Alejandro,Lang,1997-11-16,2.0,2.0,4.0,2.0,0.0,7394.0,6238.0,6.0,45.0,631.0,1187.0,3.0,,2023-02-19T22:48:43Z,792f0f5f-2d54-4f29-921f-6411e2916d09,customer,a783-12110100,792f0f5f-2d54-4f29-921f-6411e2916d09,collision,2023-03-06T15:05:50Z
Brianna,Welch,1911-01-12,6.0,2.0,3.0,2.0,0.0,8691.0,4713.0,10.0,47.0,565.0,3570.0,4.0,,2022-03-28T01:26:40Z,b99be4bb-1b70-4dc2-ac61-4b93255655cd,customer,a561-03996494,b99be4bb-1b70-4dc2-ac61-4b93255655cd,theft,2023-03-06T15:05:50Z
Zachary,Vaughan,1981-09-22,4.0,2.0,5.0,2.0,0.0,5686.0,7882.0,7.0,47.0,601.0,2175.0,5.0,,2022-04-15T19:41:29Z,e4b14544-da93-4452-8003-5241fdaf0198,customer,b183-22484797,e4b14544-da93-4452-8003-5241fdaf0198,collision,2023-03-06T15:05:50Z
Kristopher,Silva,1992-01-09,6.0,3.0,2.0,1.0,0.0,11060.0,4430.0,14.0,47.0,855.0,3288.0,6.0,,2022-03-28T21:26:24Z,a148b28f-cfc4-4aa5-917f-cd5063c267e2,customer,b029-04743877,a148b28f-cfc4-4aa5-917f-cd5063c267e2,breakin,2023-03-06T15:05:50Z
Cory,Hebert,2012-04-29,4.0,2.0,5.0,2.0,0.0,10728.0,4726.0,13.0,39.0,580.0,3187.0,3.0,,2022-04-24T13:24:04Z,6dd93f11-4bca-4af6-97f1-d77da9b34093,customer,b705-74604436,6dd93f11-4bca-4af6-97f1-d77da9b34093,theft,2023-03-06T15:05:50Z
Garrett,Cherry,2006-05-01,4.0,2.0,2.0,1.0,0.0,8124.0,5689.0,10.0,40.0,443.0,2243.0,6.0,,2022-10-12T07:54:43Z,80211727-9cfc-41a1-a849-623da9688bad,customer,d777-62095051,80211727-9cfc-41a1-a849-623da9688bad,collision,2023-03-06T15:05:50Z
Cassidy,Spence,2015-09-05,5.0,3.0,3.0,1.0,0.0,12039.0,3434.0,15.0,35.0,674.0,2853.0,5.0,,2022-05-28T11:08:28Z,135453d1-28da-4cb9-a596-4a27abbf3a6c,customer,d864-71440357,135453d1-28da-4cb9-a596-4a27abbf3a6c,breakin,2023-03-06T15:05:50Z
Joanne,Stephenson,2013-01-18,4.0,2.0,4.0,1.0,0.0,14394.0,3935.0,16.0,34.0,543.0,3708.0,3.0,,2022-10-21T18:48:33Z,cd3caa1d-10df-4bb4-9d36-803f1ede9482,customer,a662-49090217,cd3caa1d-10df-4bb4-9d36-803f1ede9482,breakin,2023-03-06T15:05:50Z
Alan,Bradley,1953-07-16,5.0,3.0,3.0,2.0,0.0,9741.0,4595.0,8.0,50.0,467.0,2278.0,6.0,,2022-03-30T11:49:28Z,b13949ac-618e-4887-a37d-872507903c14,customer,b860-14489034,b13949ac-618e-4887-a37d-872507903c14,theft,2023-03-06T15:05:50Z
Gwendolyn,Esparza,1980-12-12,5.0,2.0,2.0,1.0,0.0,11696.0,3494.0,7.0,41.0,573.0,3534.0,2.0,,2022-07-25T01:49:03Z,8bd87f7e-deeb-46c0-bd11-d818334215a4,customer,b396-11365328,8bd87f7e-deeb-46c0-bd11-d818334215a4,collision,2023-03-06T15:05:50Z
Karla,Newman,1996-11-06,5.0,2.0,5.0,2.0,0.0,10035.0,4256.0,11.0,31.0,610.0,2087.0,3.0,,2022-07-23T12:30:58Z,9b42f7ff-b31a-414a-86d7-f4daf311b6aa,customer,b855-87314746,9b42f7ff-b31a-414a-86d7-f4daf311b6aa,collision,2023-03-06T15:05:50Z
Hector,Rocha,1948-07-18,4.0,2.0,3.0,1.0,0.0,13005.0,4112.0,10.0,36.0,532.0,3327.0,3.0,,2022-06-22T17:04:24Z,52c352bf-8402-4a94-b7b5-951424e0eb28,customer,c388-69424512,52c352bf-8402-4a94-b7b5-951424e0eb28,theft,2023-03-06T15:05:50Z
Judy,Petty,1944-04-16,5.0,2.0,4.0,2.0,0.0,9276.0,2812.0,11.0,39.0,517.0,2591.0,2.0,,2022-09-15T21:10:35Z,9ca8d27b-d56e-45f6-8d7c-fbe2c04a44b5,customer,b572-34268981,9ca8d27b-d56e-45f6-8d7c-fbe2c04a44b5,collision,2023-03-06T15:05:50Z
Cathy,Larson,1993-07-16,6.0,2.0,4.0,1.0,0.0,9857.0,3178.0,12.0,45.0,688.0,2938.0,3.0,,2022-10-27T05:42:32Z,bb3f0f57-59c4-49a3-a641-738b646a7886,customer,c527-12318886,bb3f0f57-59c4-49a3-a641-738b646a7886,collision,2023-03-06T15:05:50Z
Ebony,Clements,1965-04-19,5.0,2.0,2.0,2.0,0.0,7780.0,5762.0,7.0,48.0,468.0,1696.0,5.0,,2022-12-22T14:51:15Z,82f348de-7f54-4e9c-b601-6198764d0ba3,customer,d135-49842943,82f348de-7f54-4e9c-b601-6198764d0ba3,theft,2023-03-06T15:05:50Z
Lindsay,Mccoy,1957-12-04,5.0,3.0,5.0,2.0,0.0,8004.0,5558.0,7.0,34.0,522.0,2224.0,6.0,,2022-11-01T19:42:05Z,bb51757c-ed0b-4f37-8c59-164b06935d7e,customer,d683-42265917,bb51757c-ed0b-4f37-8c59-164b06935d7e,breakin,2023-03-06T15:05:50Z
Brooke,Powell,1908-06-13,5.0,2.0,3.0,2.0,0.0,10369.0,5792.0,5.0,40.0,349.0,2040.0,6.0,,2022-03-07T10:46:17Z,8af668be-fcff-4ca6-a27b-1f86e6698232,customer,d830-00458770,8af668be-fcff-4ca6-a27b-1f86e6698232,breakin,2023-03-06T15:05:50Z
Robin,Frye,1993-02-02,6.0,2.0,3.0,1.0,0.0,8889.0,3384.0,11.0,48.0,686.0,2985.0,3.0,,2022-07-08T21:23:32Z,c558f731-11f1-4d1b-9159-e9e17ef9f7dd,customer,a160-04113417,c558f731-11f1-4d1b-9159-e9e17ef9f7dd,collision,2023-03-06T15:05:50Z
Kevin,Howe,1974-07-19,5.0,2.0,3.0,2.0,0.0,7899.0,7325.0,5.0,49.0,520.0,1899.0,4.0,,2022-12-01T14:43:21Z,585e4c88-ee64-4aeb-a41a-b4e0ec13ad3d,customer,d221-76165750,585e4c88-ee64-4aeb-a41a-b4e0ec13ad3d,collision,2023-03-06T15:05:50Z
Bridget,Fisher,1983-05-10,6.0,2.0,4.0,3.0,0.0,5562.0,8044.0,5.0,51.0,578.0,1504.0,5.0,,2022-11-21T23:10:14Z,a5904ee7-053a-4c3e-a5c0-8d967c343fc3,customer,b263-76281358,a5904ee7-053a-4c3e-a5c0-8d967c343fc3,theft,2023-03-06T15:05:50Z
Joanne,Sweeney,1956-03-17,4.0,2.0,3.0,2.0,0.0,12652.0,1844.0,15.0,35.0,353.0,2199.0,3.0,,2023-02-22T22:38:21Z,4a7cabf2-10a3-4085-b1df-db26f560c890,customer,d728-34111961,4a7cabf2-10a3-4085-b1df-db26f560c890,breakin,2023-03-06T15:05:50Z
Sara,Gay,1987-05-03,5.0,2.0,4.0,1.0,0.0,12472.0,4770.0,9.0,37.0,342.0,2509.0,7.0,,2022-09-30T18:36:17Z,9b0c3d46-2450-446e-bbcf-49f6a5e67fc4,customer,b377-60457915,9b0c3d46-2450-446e-bbcf-49f6a5e67fc4,breakin,2023-03-06T15:05:50Z
Vincent,Farrell,2006-02-18,3.0,2.0,4.0,1.0,0.0,14507.0,4455.0,14.0,35.0,728.0,3276.0,3.0,,2022-06-23T09:50:08Z,ec23c141-32c1-4b61-9d4d-2d2e0aa1bdd7,customer,b268-04489456,ec23c141-32c1-4b61-9d4d-2d2e0aa1bdd7,collision,2023-03-06T15:05:50Z
Ricky,Khan,1985-03-12,5.0,2.0,3.0,2.0,0.0,11643.0,1395.0,15.0,43.0,483.0,2447.0,4.0,,2022-08-11T20:28:36Z,c4cbd2b5-5b25-4225-a110-365b13608a4f,customer,a989-15150447,c4cbd2b5-5b25-4225-a110-365b13608a4f,collision,2023-03-06T15:05:50Z
Darryl,Hartman,2013-10-02,6.0,3.0,3.0,2.0,0.0,6275.0,5344.0,9.0,46.0,578.0,2026.0,6.0,,2022-05-28T08:02:59Z,f31f8e91-fd7a-4cbe-80f3-5dd79238c0c4,customer,d613-58148016,f31f8e91-fd7a-4cbe-80f3-5dd79238c0c4,theft,2023-03-06T15:05:50Z
Sharon,Benton,2006-04-14,6.0,3.0,3.0,2.0,0.0,9240.0,4301.0,8.0,47.0,707.0,2922.0,4.0,,2023-03-03T15:39:10Z,dfbdef51-bfc1-4e55-b44d-4af673cf159a,customer,b721-27652216,dfbdef51-bfc1-4e55-b44d-4af673cf159a,breakin,2023-03-06T15:05:50Z
Kristine,Burton,1968-06-20,3.0,2.0,3.0,2.0,0.0,13144.0,6701.0,6.0,43.0,458.0,1858.0,5.0,,2022-08-28T14:01:52Z,8b3a9d86-b9ae-4c19-8df3-fea06bb5198f,customer,d078-31338817,8b3a9d86-b9ae-4c19-8df3-fea06bb5198f,theft,2023-03-06T15:05:50Z
Lawrence,Henderson,2015-05-10,3.0,2.0,3.0,1.0,0.0,6589.0,3889.0,9.0,48.0,422.0,2850.0,3.0,,2022-06-26T18:31:07Z,cd25703f-9d06-42b6-b753-3e8dfe088b41,customer,d180-19478697,cd25703f-9d06-42b6-b753-3e8dfe088b41,theft,2023-03-06T15:05:50Z
Clarence,Cantu,1957-09-07,5.0,2.0,5.0,2.0,0.0,6334.0,5091.0,4.0,54.0,489.0,2445.0,5.0,,2022-08-30T19:34:30Z,80283979-5bef-43bf-aa2e-ed7102cb87f5,customer,b622-26604747,80283979-5bef-43bf-aa2e-ed7102cb87f5,collision,2023-03-06T15:05:50Z
Mathew,Long,1956-07-23,6.0,2.0,3.0,2.0,0.0,7656.0,6341.0,10.0,39.0,741.0,1196.0,6.0,,2022-09-16T05:00:58Z,a4e713b6-5168-4794-ae8d-1396cb259cf8,customer,c814-33049719,a4e713b6-5168-4794-ae8d-1396cb259cf8,theft,2023-03-06T15:05:50Z
Jackson,Payne,1911-07-18,4.0,3.0,4.0,2.0,0.0,10164.0,4109.0,12.0,39.0,516.0,2371.0,4.0,,2022-07-23T18:28:07Z,b33bff0c-aecc-4258-8b3e-745e7f80ecdc,customer,a555-42887222,b33bff0c-aecc-4258-8b3e-745e7f80ecdc,theft,2023-03-06T15:05:50Z
Austin,Quinn,1967-07-13,4.0,3.0,5.0,2.0,0.0,5460.0,5305.0,7.0,43.0,530.0,1630.0,5.0,,2022-11-30T18:34:58Z,b3f75c75-d574-404e-8d3d-3d54e3703a17,customer,d411-19876221,b3f75c75-d574-404e-8d3d-3d54e3703a17,collision,2023-03-06T15:05:50Z
Benjamin,Gregory,2001-07-13,6.0,2.0,3.0,2.0,0.0,10296.0,3429.0,16.0,43.0,520.0,2982.0,6.0,,2022-05-04T01:06:09Z,318478e5-d669-4f3e-ae8c-1a9c4f687f74,customer,d737-21829114,318478e5-d669-4f3e-ae8c-1a9c4f687f74,breakin,2023-03-06T15:05:50Z
Julian,Yates,1929-11-09,5.0,3.0,3.0,1.0,0.0,10290.0,3793.0,15.0,42.0,604.0,3253.0,4.0,,2022-12-17T17:01:47Z,25055cf3-32ea-4e62-9604-b0f5d853f766,customer,b555-44198350,25055cf3-32ea-4e62-9604-b0f5d853f766,theft,2023-03-06T15:05:50Z
Parker,Mcpherson,1996-06-08,5.0,3.0,4.0,1.0,0.0,8543.0,6200.0,10.0,44.0,561.0,1619.0,5.0,,2022-12-25T10:16:52Z,34420128-27f6-41a4-856b-6e2cc365e8ea,customer,b108-00016936,34420128-27f6-41a4-856b-6e2cc365e8ea,breakin,2023-03-06T15:05:50Z
Wyatt,Kaufman,1973-03-06,5.0,3.0,5.0,2.0,0.0,10616.0,3900.0,12.0,39.0,620.0,2643.0,4.0,,2022-10-02T12:09:14Z,dd963041-511a-4de2-8bec-d9652cad1bcb,customer,a998-52645627,dd963041-511a-4de2-8bec-d9652cad1bcb,collision,2023-03-06T15:05:50Z
Luke,Anthony,1954-10-29,5.0,2.0,3.0,2.0,0.0,12459.0,2667.0,14.0,43.0,544.0,3300.0,4.0,,2023-02-05T20:12:28Z,706047ba-fbf6-4dfb-8069-927d8b5b6dde,customer,b461-70522153,706047ba-fbf6-4dfb-8069-927d8b5b6dde,collision,2023-03-06T15:05:50Z
Katie,Donovan,2008-10-29,5.0,3.0,5.0,1.0,0.0,7661.0,4347.0,9.0,43.0,546.0,2520.0,5.0,,2022-09-14T10:49:19Z,1d24aca9-ecdb-46c2-b1f6-22a2ec688cb3,customer,b985-92531650,1d24aca9-ecdb-46c2-b1f6-22a2ec688cb3,theft,2023-03-06T15:05:50Z
Susan,Ballard,2003-01-03,5.0,2.0,4.0,2.0,0.0,8081.0,4950.0,4.0,44.0,542.0,2187.0,5.0,,2022-10-10T16:01:58Z,d7b132e7-0036-4229-bfd9-03ab49403e38,customer,d384-37532493,d7b132e7-0036-4229-bfd9-03ab49403e38,theft,2023-03-06T15:05:50Z
Debbie,Riley,1958-06-27,5.0,3.0,5.0,1.0,0.0,6950.0,5079.0,8.0,49.0,521.0,2534.0,4.0,,2022-11-16T11:11:54Z,3ccd21a8-4bcf-4cab-bbf1-b46f1f5480a0,customer,c027-37009442,3ccd21a8-4bcf-4cab-bbf1-b46f1f5480a0,breakin,2023-03-06T15:05:50Z
Phillip,Ware,1957-04-13,4.0,2.0,5.0,2.0,0.0,12954.0,3485.0,9.0,32.0,521.0,3021.0,3.0,,2022-03-13T06:51:45Z,f9e98268-bef7-4790-8b30-6144636dd58d,customer,b785-71215673,f9e98268-bef7-4790-8b30-6144636dd58d,breakin,2023-03-06T15:05:50Z
Steven,Pham,1952-06-24,5.0,3.0,5.0,2.0,0.0,8376.0,2689.0,11.0,33.0,493.0,2604.0,2.0,,2022-07-01T07:22:13Z,58abf83d-b4c7-4323-a330-d9d759266187,customer,d104-69259368,58abf83d-b4c7-4323-a330-d9d759266187,breakin,2023-03-06T15:05:50Z
Kerri,Everett,1927-10-17,5.0,3.0,4.0,2.0,0.0,10795.0,1819.0,15.0,32.0,481.0,2745.0,3.0,,2022-06-12T08:59:47Z,06d6dcca-dcd8-4ace-b9b8-54d41a7e72c0,customer,c487-50382120,06d6dcca-dcd8-4ace-b9b8-54d41a7e72c0,theft,2023-03-06T15:05:50Z
Eileen,Flowers,1919-02-27,5.0,2.0,4.0,1.0,0.0,9814.0,4693.0,11.0,47.0,700.0,3600.0,4.0,,2022-04-04T19:19:53Z,1518e903-674f-4ce8-abba-376363d73599,customer,b029-64079831,1518e903-674f-4ce8-abba-376363d73599,theft,2023-03-06T15:05:50Z
Marvin,Ho,1968-03-18,5.0,2.0,3.0,2.0,0.0,10218.0,4038.0,8.0,44.0,488.0,2939.0,2.0,,2022-05-17T02:26:51Z,bb3ba901-19e8-4217-af37-7bb04a46e9b7,customer,c842-28876338,bb3ba901-19e8-4217-af37-7bb04a46e9b7,breakin,2023-03-06T15:05:50Z
Breanna,Soto,1972-11-14,7.0,2.0,4.0,3.0,0.0,4219.0,2414.0,11.0,38.0,395.0,1574.0,3.0,,2022-10-07T07:59:53Z,b7664a44-6a55-4c57-8753-b05fdf2a8f5e,customer,a004-85294697,b7664a44-6a55-4c57-8753-b05fdf2a8f5e,theft,2023-03-06T15:05:50Z
Cassidy,Ho,1957-07-28,5.0,2.0,4.0,1.0,0.0,11331.0,3978.0,13.0,42.0,594.0,3800.0,2.0,,2023-01-24T19:00:49Z,0c006440-bd32-4551-98d7-546b02b77cf0,customer,d863-72604041,0c006440-bd32-4551-98d7-546b02b77cf0,collision,2023-03-06T15:05:50Z
Desiree,Vance,1968-06-25,5.0,2.0,2.0,2.0,0.0,8081.0,6004.0,12.0,50.0,658.0,2451.0,5.0,,2022-12-22T12:14:44Z,84c7d064-cc2f-4888-b6ec-0413eaf93f08,customer,a626-55320565,84c7d064-cc2f-4888-b6ec-0413eaf93f08,theft,2023-03-06T15:05:50Z
Connor,Mccullough,1923-12-25,5.0,2.0,4.0,3.0,0.0,7711.0,5208.0,9.0,58.0,623.0,2468.0,5.0,,2022-05-25T00:36:01Z,f00bd2a0-4d55-4634-a639-dd8fcaf8a683,customer,c199-16926531,f00bd2a0-4d55-4634-a639-dd8fcaf8a683,theft,2023-03-06T15:05:50Z
Micheal,Santiago,1906-11-23,3.0,2.0,3.0,1.0,0.0,17148.0,4409.0,13.0,41.0,706.0,3420.0,4.0,,2022-09-02T16:11:45Z,21c5c853-78ff-459b-81a2-22b301b422d2,customer,c826-70298767,21c5c853-78ff-459b-81a2-22b301b422d2,collision,2023-03-06T15:05:50Z
Cristina,Mack,1926-10-18,5.0,3.0,5.0,2.0,0.0,9821.0,4491.0,13.0,34.0,631.0,2369.0,3.0,,2022-03-15T20:50:49Z,53fa9fff-ce60-4a19-9b5f-9fd035ec99b1,customer,c954-03245322,53fa9fff-ce60-4a19-9b5f-9fd035ec99b1,breakin,2023-03-06T15:05:50Z
Crystal,Clay,1969-02-13,5.0,3.0,4.0,2.0,0.0,5422.0,4488.0,8.0,41.0,585.0,2569.0,6.0,,2022-12-04T14:32:13Z,fc933f14-bc8f-45c3-9d37-7951ad54d308,customer,a733-16584109,fc933f14-bc8f-45c3-9d37-7951ad54d308,theft,2023-03-06T15:05:50Z
Wendy,Zamora,2019-03-26,4.0,2.0,4.0,1.0,0.0,9919.0,5664.0,7.0,43.0,536.0,1964.0,5.0,,2023-02-10T17:53:36Z,8d5a2eab-2664-4bde-895a-510f8a2352d9,customer,d535-83041495,8d5a2eab-2664-4bde-895a-510f8a2352d9,theft,2023-03-06T15:05:50Z
