ip_address,email_address,EVENT_TIMESTAMP,EVENT_LABEL
90.175.43.216,fake_wcervantes@example.net,2022-08-28T18:40:18Z,legit
46.41.252.160,fake_moorechristopher@example.org,2022-10-29T01:22:18Z,legit
89.184.170.130,fake_oconrad@example.com,2022-11-26T20:11:18Z,legit
131.61.26.162,fake_kimberly54@example.org,2022-12-19T17:17:18Z,legit
136.139.150.160,fake_laurawelch@example.com,2023-02-16T09:06:18Z,legit
140.129.63.168,fake_williamsthomas@example.org,2023-03-06T04:15:18Z,legit
35.135.21.137,fake_bvillarreal@example.net,2022-08-28T06:46:18Z,legit
74.133.15.41,fake_kcurtis@example.net,2022-08-05T16:22:18Z,legit
88.18.67.77,fake_sierra88@example.net,2022-04-29T15:22:18Z,legit
123.138.88.78,fake_nathan47@example.org,2022-07-23T15:01:18Z,fraud
118.241.107.13,fake_pamela93@example.net,2022-04-16T18:03:18Z,legit
164.125.5.103,fake_matthewsdorothy@example.com,2022-12-14T13:59:18Z,legit
80.144.39.167,fake_staceyscott@example.net,2023-03-05T17:31:18Z,legit
2.104.241.95,fake_randyrobinson@example.com,2022-07-13T23:13:18Z,legit
134.112.23.2,fake_schneiderjessica@example.com,2022-06-23T15:52:18Z,legit
142.126.42.47,fake_hubbardjohn@example.com,2022-09-04T16:27:18Z,legit
105.50.54.45,fake_imeyers@example.org,2022-08-12T08:07:18Z,legit
210.214.32.176,fake_shane41@example.net,2022-07-30T23:12:18Z,fraud
203.239.69.13,fake_littlemichael@example.com,2022-12-08T10:00:18Z,legit
144.140.37.204,fake_grose@example.net,2022-11-29T04:30:18Z,legit
203.239.69.13,fake_ofoster@example.com,2022-03-18T19:50:18Z,legit
204.48.100.59,fake_mwilliams@example.com,2023-02-27T20:47:18Z,legit
195.130.18.24,fake_qlewis@example.net,2022-04-22T08:55:18Z,legit
209.225.244.95,fake_hunter73@example.com,2022-06-04T10:42:18Z,legit
111.5.235.142,fake_mitchell75@example.org,2022-12-20T10:10:18Z,fraud
81.232.57.231,fake_martha72@example.com,2022-03-28T10:46:18Z,legit
17.147.41.145,fake_stonemonica@example.com,2022-05-05T08:07:18Z,legit
55.144.167.147,fake_apitts@example.com,2022-12-05T19:30:18Z,legit
163.34.126.75,fake_storres@example.net,2022-07-25T19:45:18Z,legit
118.78.249.35,fake_williamscasey@example.com,2022-05-15T13:56:18Z,legit
66.212.184.142,fake_ibarnes@example.net,2022-09-28T06:48:18Z,legit
112.227.15.200,fake_joseph40@example.com,2022-07-09T23:39:18Z,legit
145.137.242.144,fake_taustin@example.net,2022-10-02T01:51:18Z,legit
214.92.243.60,fake_lauracarter@example.org,2022-08-17T07:46:18Z,legit
221.88.17.160,fake_schneiderjessica@example.com,2023-01-08T16:59:18Z,legit
92.0.82.245,fake_justinbaldwin@example.com,2022-10-02T11:14:18Z,legit
172.223.225.65,fake_feliciacraig@example.org,2023-01-31T06:11:18Z,legit
195.49.68.127,fake_meganjones@example.com,2022-06-02T08:18:18Z,legit
29.47.188.243,fake_susan27@example.org,2023-01-15T20:26:18Z,legit
206.165.115.221,fake_vegakelly@example.org,2022-09-24T23:22:18Z,legit
158.142.101.90,fake_dwaynelam@example.net,2023-02-27T10:10:18Z,legit
136.11.15.131,fake_gbryan@example.org,2022-09-06T02:58:18Z,legit
203.239.69.13,fake_franklinchristopher@example.org,2023-01-31T21:19:18Z,legit
14.215.192.162,fake_codywalker@example.com,2023-01-02T23:02:18Z,legit
20.76.140.150,fake_allen26@example.org,2022-03-10T18:50:18Z,legit
141.98.178.107,fake_rebecca54@example.net,2022-10-06T23:05:18Z,legit
105.150.12.133,fake_keithhumphrey@example.com,2023-01-11T02:20:18Z,legit
197.190.74.175,fake_matthew12@example.net,2022-09-06T01:45:18Z,legit
42.183.121.1,fake_amy18@example.net,2022-08-19T11:32:18Z,legit
61.98.151.37,fake_tphillips@example.com,2023-02-19T07:19:18Z,legit
209.225.244.95,fake_qpowell@example.org,2023-01-08T20:07:18Z,legit
69.130.242.115,fake_trogers@example.net,2022-12-14T10:51:18Z,legit
52.141.175.135,fake_kendrajohnson@example.org,2022-03-27T07:53:18Z,legit
160.88.67.54,fake_gregory29@example.com,2022-06-25T00:35:18Z,legit
195.130.18.24,fake_uwatson@example.com,2022-10-17T04:12:18Z,legit
75.192.81.133,fake_ericaroach@example.com,2022-08-05T06:27:18Z,legit
31.191.127.239,fake_sierra88@example.net,2022-07-31T16:02:18Z,legit
77.112.59.125,fake_emmaliu@example.com,2022-06-10T23:59:18Z,legit
215.236.243.90,fake_emilywilliams@example.com,2022-04-22T14:04:18Z,legit
164.94.118.220,fake_qpowell@example.org,2023-02-21T09:54:18Z,legit
196.15.140.105,fake_robinchen@example.org,2023-01-22T04:36:18Z,fraud
164.94.118.220,fake_bhernandez@example.net,2022-08-12T13:53:18Z,legit
209.225.244.95,fake_sbrooks@example.com,2022-07-04T05:59:18Z,legit
57.255.157.205,fake_jsweeney@example.net,2022-05-27T12:28:18Z,legit
198.181.236.192,fake_michael56@example.com,2022-12-08T00:59:18Z,legit
171.117.155.141,fake_duncanlindsey@example.net,2022-03-16T02:24:18Z,legit
203.54.230.254,fake_armstrongstephanie@example.org,2022-03-15T15:13:18Z,legit
61.98.151.37,fake_ramosjeffery@example.net,2022-06-11T17:49:18Z,legit
160.226.182.210,fake_staceywilson@example.net,2022-12-02T09:34:18Z,legit
190.213.44.101,fake_pjones@example.com,2023-01-16T15:30:18Z,legit
43.113.41.27,fake_steven92@example.org,2023-01-17T21:13:18Z,legit
74.115.118.43,fake_peckanthony@example.net,2022-06-17T15:54:18Z,legit
136.11.15.131,fake_moradavid@example.com,2022-08-26T22:03:18Z,legit
191.246.116.203,fake_hendersoncynthia@example.net,2022-10-08T14:32:18Z,legit
10.215.94.109,fake_bellsherry@example.com,2022-12-27T17:49:18Z,legit
197.190.74.175,fake_hoffmantina@example.com,2022-09-26T12:24:18Z,legit
201.31.89.29,fake_millerbetty@example.net,2022-08-07T17:33:18Z,legit
206.147.124.8,fake_perezrebecca@example.org,2022-09-30T12:55:18Z,legit
130.49.69.218,fake_susan14@example.net,2022-04-11T06:11:18Z,fraud
212.78.231.255,fake_larsonkatherine@example.com,2022-09-27T15:45:18Z,legit
115.108.150.61,fake_rickyramirez@example.org,2022-04-05T14:19:18Z,legit
96.65.238.191,fake_richardsmith@example.net,2022-05-26T09:29:18Z,legit
162.241.156.206,fake_daughertycassie@example.org,2022-08-26T19:27:18Z,legit
108.51.232.130,fake_catherinebright@example.com,2022-05-25T14:55:18Z,legit
173.241.211.138,fake_tabitha72@example.com,2022-09-01T11:38:18Z,legit
61.114.168.10,fake_roger75@example.org,2022-05-16T04:06:18Z,legit
217.0.199.53,fake_lori55@example.net,2023-02-19T12:39:18Z,legit
198.223.24.11,fake_billy22@example.com,2022-12-19T09:37:18Z,legit
126.129.158.10,fake_raymond47@example.org,2022-11-16T03:51:18Z,legit
11.43.98.246,fake_gregory29@example.com,2022-03-14T22:27:18Z,legit
13.69.126.64,fake_tristanbrock@example.com,2022-12-30T21:55:18Z,legit
57.255.157.205,fake_armstrongstephanie@example.org,2022-12-04T08:35:18Z,legit
164.94.118.220,fake_michael73@example.org,2022-10-22T20:10:18Z,legit
112.227.15.200,fake_williamsjoshua@example.com,2023-01-23T01:04:18Z,legit
19.145.246.178,fake_clementsashley@example.net,2022-06-06T06:20:18Z,legit
197.17.113.84,fake_masonheidi@example.org,2022-04-26T18:27:18Z,legit
164.94.118.220,fake_shawnwillis@example.com,2022-03-10T00:50:18Z,legit
20.208.20.123,fake_cooksarah@example.com,2022-05-15T21:53:18Z,legit
173.52.37.187,fake_samuel62@example.net,2023-02-11T23:11:18Z,legit
94.84.253.142,fake_susan27@example.org,2023-03-05T01:17:18Z,legit
61.117.191.38,fake_stevensoncharlotte@example.org,2023-01-27T04:58:18Z,legit
13.157.73.142,fake_cdunlap@example.org,2022-07-05T05:42:18Z,legit
141.68.66.185,fake_scottfletcher@example.net,2022-03-17T08:35:18Z,legit
6.171.113.255,fake_procha@example.org,2022-05-07T16:33:18Z,legit
219.0.107.236,fake_fmiller@example.net,2022-04-27T08:04:18Z,legit
65.96.152.255,fake_plogan@example.org,2022-05-23T10:57:18Z,legit
10.142.133.244,fake_bellmeredith@example.net,2022-09-01T12:27:18Z,legit
32.161.168.14,fake_mcbridemark@example.com,2023-01-29T12:32:18Z,legit
221.184.183.59,fake_snyderrachel@example.com,2023-03-04T14:28:18Z,legit
169.125.67.200,fake_kimmiller@example.com,2022-08-10T04:00:18Z,legit
88.92.54.245,fake_gonzaleschristina@example.org,2022-07-17T12:25:18Z,legit
65.246.20.5,fake_brittany54@example.org,2022-11-23T11:48:18Z,legit
75.11.25.1,fake_gomezdevon@example.org,2022-11-04T08:57:18Z,legit
118.151.31.139,fake_zjenkins@example.org,2022-11-30T12:26:18Z,legit
80.92.181.255,fake_smartin@example.com,2022-10-04T18:48:18Z,legit
80.132.162.236,fake_diane13@example.org,2022-12-06T14:14:18Z,legit
191.246.116.203,fake_marshdalton@example.com,2022-07-06T18:34:18Z,legit
164.125.5.103,fake_matthewsdorothy@example.com,2022-12-22T06:18:18Z,legit
191.246.116.203,fake_tphillips@example.com,2022-06-16T18:41:18Z,legit
209.75.47.8,fake_rcollins@example.net,2022-09-03T00:08:18Z,legit
6.190.86.47,fake_grahamkurt@example.net,2023-01-09T01:28:18Z,legit
66.185.157.112,fake_bartontheresa@example.com,2022-07-19T13:00:18Z,fraud
75.165.22.36,fake_radkins@example.net,2022-04-23T14:25:18Z,legit
57.26.154.62,fake_janelewis@example.net,2023-01-13T15:22:18Z,legit
48.144.109.46,fake_davissabrina@example.com,2022-10-04T14:25:18Z,legit
99.238.218.219,fake_julia12@example.net,2022-08-01T14:36:18Z,legit
6.171.113.255,fake_gcastillo@example.com,2022-10-23T21:32:18Z,legit
164.68.143.229,fake_zacharystephens@example.net,2022-08-28T05:09:18Z,legit
115.73.92.47,fake_ijohnson@example.net,2022-03-20T14:56:18Z,legit
27.42.250.130,fake_rayjohn@example.net,2023-02-07T06:20:18Z,legit
114.125.210.13,fake_lisa28@example.com,2022-03-25T13:01:18Z,legit
124.134.12.118,fake_jenniferroberts@example.net,2022-07-15T09:09:18Z,legit
209.175.21.29,fake_joelchase@example.com,2022-09-13T02:55:18Z,legit
164.125.5.103,fake_derekschmidt@example.org,2022-08-02T00:08:18Z,legit
145.137.242.144,fake_pittmangabriel@example.net,2023-02-05T17:04:18Z,legit
105.141.20.185,fake_benjaminclark@example.org,2022-04-07T08:39:18Z,legit
31.247.196.114,fake_francisco75@example.com,2023-01-25T11:36:18Z,legit
94.84.253.142,fake_lisa63@example.net,2022-10-20T18:28:18Z,legit
12.31.188.224,fake_michael14@example.com,2022-07-18T09:47:18Z,legit
198.181.236.192,fake_xmcclain@example.org,2023-03-04T22:58:18Z,legit
6.149.33.202,fake_elizabethyoung@example.com,2022-09-27T21:22:18Z,legit
206.209.130.169,fake_nicholasgregory@example.org,2023-01-09T05:58:18Z,legit
118.78.249.35,fake_stevenjohnson@example.org,2022-03-23T04:00:18Z,legit
219.44.221.205,fake_hurstzoe@example.org,2022-06-23T09:21:18Z,legit
39.70.184.8,fake_allenthomas@example.com,2022-03-21T20:42:18Z,legit
203.60.218.122,fake_john94@example.net,2022-05-12T10:25:18Z,legit
190.213.44.101,fake_johnsonthomas@example.net,2022-04-07T13:31:18Z,legit
109.158.122.73,fake_marco35@example.net,2022-03-26T15:35:18Z,legit
141.68.66.185,fake_micheal66@example.com,2022-04-16T19:11:18Z,legit
89.184.149.46,fake_laurenroth@example.com,2022-11-21T19:06:18Z,legit
45.109.194.210,fake_annette78@example.org,2022-10-01T00:23:18Z,legit
102.153.235.233,fake_olsensamantha@example.com,2023-02-11T15:58:18Z,legit
66.212.184.142,fake_hallemily@example.com,2022-09-27T16:30:18Z,legit
212.23.176.246,fake_joshuacummings@example.org,2022-07-16T12:05:18Z,fraud
45.117.194.58,fake_dadams@example.net,2022-05-14T16:53:18Z,legit
57.255.157.205,fake_simpsonsuzanne@example.com,2022-03-27T06:36:18Z,legit
201.135.223.239,fake_larsonkatherine@example.com,2023-01-27T01:02:18Z,legit
83.137.6.177,fake_michaelbrowning@example.net,2023-01-22T04:04:18Z,legit
126.47.78.97,fake_christy32@example.net,2023-01-29T00:15:18Z,legit
3.86.113.1,fake_phillipskristin@example.net,2022-06-08T19:33:18Z,legit
151.235.152.156,fake_pwhite@example.com,2022-05-15T08:05:18Z,legit
20.165.245.60,fake_olsensamantha@example.com,2022-10-12T00:45:18Z,fraud
3.159.187.200,fake_jschneider@example.org,2022-03-31T21:01:18Z,legit
189.166.81.114,fake_kmiller@example.net,2022-10-15T18:08:18Z,legit
166.159.165.119,fake_margaretowens@example.org,2022-12-09T21:45:18Z,legit
152.148.151.39,fake_ramosjames@example.com,2022-04-07T09:27:18Z,legit
81.62.114.93,fake_elizabethyoung@example.com,2022-03-07T12:20:18Z,legit
89.184.170.130,fake_xmccoy@example.org,2022-05-23T04:00:18Z,legit
87.199.12.89,fake_brandonsanchez@example.net,2022-11-08T07:18:18Z,legit
87.2.135.136,fake_olsensamantha@example.com,2022-12-15T04:30:18Z,legit
111.183.167.118,fake_rogersdawn@example.org,2023-01-17T21:14:18Z,legit
203.60.218.122,fake_nicole13@example.org,2023-01-08T09:04:18Z,legit
22.183.8.192,fake_taylordawn@example.org,2022-11-21T07:57:18Z,legit
81.70.197.126,fake_ysmith@example.com,2022-11-24T18:49:18Z,legit
51.1.184.48,fake_nicole13@example.org,2022-09-18T20:41:18Z,legit
187.163.94.92,fake_csmith@example.org,2022-07-07T18:38:18Z,legit
105.173.85.150,fake_tiffanypalmer@example.net,2022-06-09T14:30:18Z,fraud
13.51.11.15,fake_christophermoore@example.net,2022-04-26T12:15:18Z,legit
29.47.188.243,fake_cberger@example.com,2022-11-06T10:02:18Z,legit
144.140.37.204,fake_claire51@example.org,2022-05-12T02:49:18Z,legit
34.227.99.145,fake_caitlin24@example.net,2022-03-28T12:14:18Z,legit
80.132.162.236,fake_leblancemily@example.com,2022-04-16T11:57:18Z,legit
6.149.33.202,fake_emorales@example.org,2022-03-23T01:24:18Z,legit
128.215.144.215,fake_brittany34@example.org,2022-09-10T05:52:18Z,legit
20.76.140.150,fake_claire35@example.org,2022-03-12T12:13:18Z,legit
219.160.149.126,fake_sarah97@example.com,2022-11-23T21:56:18Z,legit
17.147.41.145,fake_elaineroman@example.net,2022-07-12T05:17:18Z,legit
203.54.230.254,fake_christina64@example.org,2022-06-19T15:12:18Z,legit
205.203.244.251,fake_allen57@example.org,2022-11-09T22:29:18Z,legit
144.41.254.103,fake_jamesjones@example.net,2022-07-09T17:18:18Z,fraud
121.110.225.61,fake_davismiguel@example.com,2022-07-11T07:05:18Z,legit
51.82.123.26,fake_yubailey@example.com,2023-02-10T04:26:18Z,legit
164.94.118.220,fake_jaymartin@example.org,2023-01-19T08:57:18Z,legit
57.255.157.205,fake_douglas80@example.net,2022-04-08T03:34:18Z,legit
38.164.44.92,fake_mcmillanbrian@example.com,2022-04-27T07:21:18Z,fraud
78.179.153.42,fake_hernandezlisa@example.com,2022-06-20T03:23:18Z,legit
106.83.150.164,fake_kcurtis@example.net,2023-01-04T09:06:18Z,legit
140.218.55.254,fake_michellejames@example.org,2022-10-30T00:06:18Z,legit
195.4.154.235,fake_courtneymullins@example.com,2022-12-20T00:59:18Z,legit
19.120.154.197,fake_slawrence@example.com,2022-09-15T21:03:18Z,legit
80.144.39.167,fake_feliciacraig@example.org,2022-09-30T05:08:18Z,legit
77.112.59.125,fake_johnsonjason@example.net,2022-12-28T10:36:18Z,legit
164.64.205.27,fake_cwright@example.net,2022-04-20T12:18:18Z,legit
176.218.17.112,fake_joseph13@example.com,2022-12-26T00:09:18Z,legit
172.223.225.65,fake_martinezdana@example.com,2022-11-26T11:53:18Z,legit
111.183.167.118,fake_dnovak@example.com,2022-06-03T05:28:18Z,legit
81.232.57.231,fake_christina26@example.net,2022-04-09T05:32:18Z,legit
19.133.125.11,fake_moorechristopher@example.org,2022-10-09T10:03:18Z,legit
52.141.175.135,fake_diane13@example.org,2022-03-18T17:51:18Z,legit
49.56.119.128,fake_wmitchell@example.com,2022-05-20T05:02:18Z,legit
34.252.83.112,fake_saralane@example.com,2022-05-22T12:23:18Z,legit
115.73.92.47,fake_shafferstephanie@example.com,2022-07-23T20:31:18Z,legit
131.110.149.117,fake_jonessandra@example.com,2022-07-05T19:04:18Z,legit
94.36.234.233,fake_obrienelizabeth@example.net,2022-12-27T12:45:18Z,legit
33.21.37.25,fake_rodney56@example.org,2022-05-23T22:55:18Z,legit
3.159.187.200,fake_nancy31@example.org,2022-06-21T07:10:18Z,legit
152.148.151.39,fake_gclark@example.org,2022-06-07T09:35:18Z,legit
96.65.238.191,fake_terri64@example.net,2022-11-14T19:24:18Z,legit
35.242.184.165,fake_fgonzalez@example.org,2022-05-23T19:57:18Z,legit
48.131.239.128,fake_ygill@example.net,2022-03-17T02:51:18Z,legit
130.205.110.113,fake_diana59@example.net,2022-09-12T09:14:18Z,legit
48.159.186.148,fake_breyes@example.com,2023-01-15T22:51:18Z,legit
172.74.42.174,fake_hurstzoe@example.org,2022-12-15T21:38:18Z,legit
86.48.14.171,fake_dwheeler@example.com,2022-12-21T21:20:18Z,legit
37.236.210.209,fake_egreen@example.org,2022-11-29T03:01:18Z,legit
189.156.49.238,fake_tiffany30@example.net,2022-03-28T11:46:18Z,legit
142.126.42.47,fake_lallen@example.com,2022-07-16T13:30:18Z,legit
210.214.32.176,fake_hectorbailey@example.net,2022-12-26T20:20:18Z,fraud
108.51.232.130,fake_charlesdunn@example.com,2022-11-24T17:18:18Z,legit
184.208.86.48,fake_vlewis@example.org,2022-08-01T07:18:18Z,legit
223.27.38.26,fake_ewilson@example.net,2022-11-28T14:01:18Z,fraud
57.255.157.205,fake_reynoldsthomas@example.org,2023-02-11T23:59:18Z,legit
20.202.25.188,fake_conniebenson@example.com,2023-01-22T15:38:18Z,legit
118.241.107.13,fake_rodney52@example.net,2022-12-30T08:54:18Z,legit
61.98.151.37,fake_carolyn48@example.org,2022-08-14T16:03:18Z,legit
214.232.158.192,fake_lisa63@example.net,2022-08-14T07:11:18Z,legit
91.11.174.199,fake_jennifer74@example.com,2022-10-23T19:18:18Z,legit
162.207.75.112,fake_debrajohnson@example.org,2022-08-25T03:44:18Z,legit
203.54.230.254,fake_ksoto@example.net,2022-07-06T23:00:18Z,legit
83.177.133.184,fake_kendrasingleton@example.net,2023-01-29T02:44:18Z,legit
223.40.67.12,fake_storres@example.net,2022-07-18T07:56:18Z,legit
210.200.143.131,fake_jaime11@example.com,2022-09-07T19:05:18Z,legit
93.54.115.18,fake_swilliamson@example.org,2023-01-24T01:41:18Z,legit
66.12.220.53,fake_dsutton@example.net,2022-09-17T05:52:18Z,legit
106.83.150.164,fake_mcbridemark@example.com,2022-11-29T03:04:18Z,legit
131.110.149.117,fake_reynoldsthomas@example.org,2023-01-20T05:26:18Z,legit
7.200.59.86,fake_richardkennedy@example.net,2023-02-27T21:54:18Z,legit
152.58.247.12,fake_gina53@example.org,2022-07-19T18:33:18Z,legit
209.225.244.95,fake_stonemonica@example.com,2023-02-13T08:25:18Z,legit
20.202.25.188,fake_patriciamitchell@example.com,2023-01-13T19:54:18Z,legit
29.47.188.243,fake_marco35@example.net,2022-10-05T01:28:18Z,legit
157.8.102.234,fake_lhobbs@example.net,2022-03-26T02:17:18Z,legit
158.11.143.228,fake_chadparker@example.org,2022-12-19T14:45:18Z,legit
115.108.150.61,fake_zacharypitts@example.org,2022-12-01T16:08:18Z,legit
66.12.220.53,fake_dorothychavez@example.net,2022-07-08T23:00:18Z,legit
126.157.135.240,fake_richardnguyen@example.org,2022-06-19T16:56:18Z,legit
108.51.232.130,fake_ariana39@example.com,2023-01-02T13:18:18Z,legit
19.64.5.73,fake_dberg@example.org,2022-05-05T04:55:18Z,legit
114.138.128.120,fake_patricia87@example.com,2022-03-24T17:31:18Z,legit
50.246.191.3,fake_dominguezcorey@example.com,2022-09-22T05:52:18Z,legit
199.178.240.4,fake_richardwhite@example.org,2022-10-31T23:58:18Z,legit
162.29.105.37,fake_benjaminjones@example.org,2022-06-12T15:06:18Z,legit
158.11.143.228,fake_peckanthony@example.net,2022-12-07T08:34:18Z,legit
14.215.192.162,fake_vlewis@example.org,2022-10-15T22:13:18Z,legit
66.212.184.142,fake_nharper@example.net,2023-01-23T15:23:18Z,legit
22.204.34.118,fake_robert52@example.net,2023-02-19T06:07:18Z,legit
154.129.151.166,fake_alexander92@example.com,2022-06-14T12:22:18Z,legit
89.184.149.46,fake_williamrobertson@example.com,2022-03-15T01:02:18Z,legit
169.113.77.226,fake_reynoldsthomas@example.org,2022-04-18T19:33:18Z,legit
12.251.138.201,fake_oliviajohns@example.net,2023-02-10T23:14:18Z,legit
164.125.5.103,fake_thomasjacob@example.com,2022-07-19T00:26:18Z,legit
165.48.231.115,fake_ewilson@example.net,2023-02-16T01:21:18Z,legit
108.51.232.130,fake_cathywatkins@example.org,2022-08-03T15:22:18Z,legit
168.24.216.222,fake_frances96@example.com,2022-12-06T22:45:18Z,legit
142.155.26.227,fake_xmccoy@example.org,2022-08-01T13:26:18Z,legit
80.144.39.167,fake_hunter73@example.com,2022-07-18T10:06:18Z,legit
160.226.182.210,fake_karenbernard@example.net,2022-06-05T13:36:18Z,legit
60.195.6.214,fake_michael48@example.com,2022-05-26T11:42:18Z,legit
3.48.69.244,fake_marc04@example.net,2022-04-19T05:39:18Z,legit
90.3.203.205,fake_burtonmitchell@example.com,2022-05-29T05:43:18Z,fraud
128.9.100.94,fake_castillorickey@example.com,2022-10-16T20:31:18Z,legit
99.238.218.219,fake_lovejoseph@example.org,2022-08-23T01:41:18Z,legit
50.246.191.3,fake_dtaylor@example.net,2022-03-29T13:43:18Z,legit
48.131.239.128,fake_tabitha72@example.com,2022-09-23T20:43:18Z,legit
30.166.15.219,fake_owensanthony@example.com,2022-10-29T16:05:18Z,legit
20.76.140.150,fake_thamilton@example.org,2022-08-01T00:30:18Z,legit
68.55.74.16,fake_lmoore@example.org,2022-10-15T03:15:18Z,legit
134.112.23.2,fake_ymaynard@example.org,2023-03-01T19:06:18Z,legit
194.249.137.3,fake_michelle05@example.org,2022-05-03T20:28:18Z,legit
78.229.226.168,fake_kirstenmann@example.net,2022-08-04T20:01:18Z,legit
88.252.187.240,fake_ethompson@example.org,2022-10-10T10:49:18Z,legit
108.51.232.130,fake_kaufmanpeter@example.com,2022-06-07T01:10:18Z,legit
99.238.218.219,fake_bryan51@example.org,2022-09-12T08:11:18Z,legit
58.132.250.88,fake_stevenjohnson@example.org,2023-01-18T02:41:18Z,legit
158.209.20.220,fake_adamsmichael@example.com,2022-06-18T20:25:18Z,legit
164.192.135.191,fake_austin32@example.org,2022-11-27T04:04:18Z,legit
118.154.239.108,fake_bellsherry@example.com,2023-01-02T21:56:18Z,legit
68.113.225.253,fake_braundonald@example.net,2022-09-01T11:41:18Z,legit
60.247.128.155,fake_steventorres@example.com,2022-04-14T14:30:18Z,legit
29.94.204.130,fake_jonathananderson@example.net,2022-03-07T04:15:18Z,legit
21.251.127.82,fake_marypeterson@example.org,2023-03-03T14:33:18Z,legit
207.16.170.106,fake_michael14@example.com,2022-12-30T23:26:18Z,legit
57.255.157.205,fake_jrodriguez@example.org,2022-08-03T17:42:18Z,legit
17.1.110.0,fake_deborah23@example.com,2022-09-24T14:41:18Z,fraud
124.199.26.246,fake_matthewsdorothy@example.com,2022-07-17T21:14:18Z,legit
62.65.182.78,fake_caleb89@example.net,2022-04-13T07:31:18Z,legit
184.208.86.48,fake_jschneider@example.org,2022-11-12T11:19:18Z,legit
80.92.181.255,fake_lcook@example.org,2022-06-05T09:59:18Z,legit
55.118.55.119,fake_johncastillo@example.org,2022-03-18T04:45:18Z,legit
216.71.121.134,fake_emilywilliams@example.com,2022-12-08T18:49:18Z,legit
80.92.181.255,fake_yoderjason@example.com,2022-05-04T17:27:18Z,legit
123.94.121.60,fake_lisa55@example.net,2023-02-09T10:27:18Z,legit
147.162.167.3,fake_olsensamantha@example.com,2022-05-15T20:52:18Z,legit
53.242.19.37,fake_mejiaryan@example.net,2022-05-03T15:39:18Z,legit
55.144.167.147,fake_moradavid@example.com,2022-09-21T09:07:18Z,legit
178.142.184.43,fake_dkim@example.org,2023-02-03T18:06:18Z,legit
81.70.197.126,fake_michael48@example.com,2022-12-11T06:59:18Z,legit
97.124.221.77,fake_shane41@example.net,2022-10-30T21:39:18Z,legit
69.126.145.232,fake_michael74@example.com,2022-04-22T05:54:18Z,legit
138.156.38.109,fake_michael14@example.com,2022-11-29T10:22:18Z,legit
59.140.191.21,fake_barbaramartinez@example.com,2022-04-18T02:36:18Z,legit
219.0.107.236,fake_lshah@example.org,2022-08-06T19:13:18Z,legit
153.161.147.166,fake_colemandonald@example.net,2023-02-02T20:22:18Z,legit
169.113.77.226,fake_kirstenmann@example.net,2022-10-10T18:59:18Z,legit
35.242.184.165,fake_pbell@example.net,2022-09-11T10:16:18Z,legit
63.55.204.228,fake_meganjones@example.com,2022-04-12T10:01:18Z,legit
182.204.176.17,fake_michellejames@example.org,2022-04-21T20:54:18Z,legit
167.6.100.21,fake_cberger@example.com,2022-09-02T09:17:18Z,legit
204.249.92.251,fake_megan34@example.org,2022-07-11T11:33:18Z,legit
87.252.189.227,fake_robinchen@example.org,2023-01-18T12:58:18Z,legit
51.82.123.26,fake_patricia49@example.net,2022-04-26T05:33:18Z,legit
220.101.56.199,fake_brian10@example.com,2022-12-12T23:37:18Z,legit
138.189.190.124,fake_jessica42@example.org,2022-12-29T23:51:18Z,legit
181.49.201.87,fake_richardnguyen@example.org,2022-03-21T02:30:18Z,legit
41.51.72.128,fake_danielshenry@example.org,2022-05-16T23:10:18Z,fraud
87.199.12.89,fake_lovejoseph@example.org,2022-04-06T01:50:18Z,legit
32.148.84.251,fake_robert52@example.net,2023-02-10T17:52:18Z,legit
170.91.238.210,fake_qstone@example.com,2022-05-05T04:43:18Z,legit
15.152.71.113,fake_cherylkirby@example.org,2022-07-27T18:25:18Z,legit
86.46.246.235,fake_wellsryan@example.com,2022-04-03T16:34:18Z,legit
172.82.130.138,fake_peter81@example.org,2022-10-30T20:19:18Z,legit
20.202.25.188,fake_tiffanypalmer@example.net,2022-07-01T04:23:18Z,legit
83.137.6.177,fake_heather72@example.com,2022-12-24T07:39:18Z,legit
43.60.201.214,fake_hannah75@example.org,2022-09-10T08:30:18Z,legit
134.112.23.2,fake_trogers@example.net,2022-09-06T22:26:18Z,legit
69.30.133.133,fake_stevensoncharlotte@example.org,2022-05-16T06:08:18Z,fraud
105.141.20.185,fake_richardsmith@example.net,2022-10-14T22:05:18Z,legit
184.138.87.101,fake_brandonsanchez@example.net,2022-09-05T21:58:18Z,legit
106.83.150.164,fake_kirstenmann@example.net,2022-09-30T18:45:18Z,legit
217.76.0.171,fake_cdunlap@example.org,2022-04-13T11:07:18Z,legit
86.221.238.210,fake_jonathananderson@example.net,2023-01-10T07:43:18Z,legit
132.11.124.28,fake_thomas83@example.org,2023-01-26T08:48:18Z,legit
86.133.170.219,fake_uanderson@example.org,2022-04-14T01:48:18Z,legit
14.215.192.162,fake_reynoldsthomas@example.org,2022-08-25T00:53:18Z,legit
46.41.252.160,fake_hartmary@example.net,2022-03-12T23:13:18Z,legit
164.94.118.220,fake_bburns@example.net,2022-10-08T21:15:18Z,legit
204.48.100.59,fake_ashleywilson@example.net,2022-10-20T17:39:18Z,legit
84.42.14.89,fake_ohernandez@example.org,2023-03-06T09:30:18Z,legit
88.178.193.207,fake_jonessandra@example.com,2022-12-07T21:45:18Z,legit
